,domain,phylum,class,order,family,genus,species
ASV_4289,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_4290,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_4291,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4292,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
ASV_4293,NA,NA,NA,NA,NA,NA,NA
ASV_4294,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4295,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4296,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4297,NA,NA,NA,NA,NA,NA,NA
ASV_4298,NA,NA,NA,NA,NA,NA,NA
ASV_4299,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4300,NA,NA,NA,NA,NA,NA,NA
ASV_4301,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,NA
ASV_4302,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
ASV_4303,NA,NA,NA,NA,NA,NA,NA
ASV_4304,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
ASV_4305,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia,NA
ASV_4306,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4307,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_4308,NA,NA,NA,NA,NA,NA,NA
ASV_4309,NA,NA,NA,NA,NA,NA,NA
ASV_4310,NA,NA,NA,NA,NA,NA,NA
ASV_4311,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4312,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_4313,NA,NA,NA,NA,NA,NA,NA
ASV_4314,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV_4315,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
ASV_4316,NA,NA,NA,NA,NA,NA,NA
ASV_4317,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_4318,NA,NA,NA,NA,NA,NA,NA
ASV_4319,NA,NA,NA,NA,NA,NA,NA
ASV_4320,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_4321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4322,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_4323,NA,NA,NA,NA,NA,NA,NA
ASV_4324,NA,NA,NA,NA,NA,NA,NA
ASV_4325,NA,NA,NA,NA,NA,NA,NA
ASV_4326,NA,NA,NA,NA,NA,NA,NA
ASV_4327,NA,NA,NA,NA,NA,NA,NA
ASV_4328,NA,NA,NA,NA,NA,NA,NA
ASV_4329,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Phaeocystidibacter,NA
ASV_4330,NA,NA,NA,NA,NA,NA,NA
ASV_4331,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,NA
ASV_4332,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4333,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
ASV_4334,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
ASV_4335,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4336,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4337,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,NA
ASV_4338,NA,NA,NA,NA,NA,NA,NA
ASV_4339,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
ASV_4340,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4342,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,Pseudobacteriovorax,NA
ASV_4343,NA,NA,NA,NA,NA,NA,NA
ASV_4344,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4345,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_4346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4347,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_4348,NA,NA,NA,NA,NA,NA,NA
ASV_4349,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,NA
ASV_4350,NA,NA,NA,NA,NA,NA,NA
ASV_4351,NA,NA,NA,NA,NA,NA,NA
ASV_4352,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4353,NA,NA,NA,NA,NA,NA,NA
ASV_4354,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4356,NA,NA,NA,NA,NA,NA,NA
ASV_4357,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_4358,NA,NA,NA,NA,NA,NA,NA
ASV_4359,NA,NA,NA,NA,NA,NA,NA
ASV_4360,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV_4361,NA,NA,NA,NA,NA,NA,NA
ASV_4362,NA,NA,NA,NA,NA,NA,NA
ASV_4363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4364,NA,NA,NA,NA,NA,NA,NA
ASV_4365,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_4366,NA,NA,NA,NA,NA,NA,NA
ASV_4367,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,NA
ASV_4368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4370,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
ASV_4371,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_4372,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_4373,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4374,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4375,NA,NA,NA,NA,NA,NA,NA
ASV_4376,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,NA
ASV_4377,NA,NA,NA,NA,NA,NA,NA
ASV_4378,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,NA
ASV_4379,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
ASV_4380,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4382,NA,NA,NA,NA,NA,NA,NA
ASV_4383,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4384,NA,NA,NA,NA,NA,NA,NA
ASV_4385,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_4386,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4387,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4388,NA,NA,NA,NA,NA,NA,NA
ASV_4389,NA,NA,NA,NA,NA,NA,NA
ASV_4390,NA,NA,NA,NA,NA,NA,NA
ASV_4391,NA,NA,NA,NA,NA,NA,NA
ASV_4392,NA,NA,NA,NA,NA,NA,NA
ASV_4393,NA,NA,NA,NA,NA,NA,NA
ASV_4394,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,NA
ASV_4395,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_4396,NA,NA,NA,NA,NA,NA,NA
ASV_4397,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4398,NA,NA,NA,NA,NA,NA,NA
ASV_4399,NA,NA,NA,NA,NA,NA,NA
ASV_4400,NA,NA,NA,NA,NA,NA,NA
ASV_4401,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4402,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4403,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
ASV_4404,NA,NA,NA,NA,NA,NA,NA
ASV_4405,NA,NA,NA,NA,NA,NA,NA
ASV_4406,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_4407,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_4408,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA,NA
ASV_4409,NA,NA,NA,NA,NA,NA,NA
ASV_4410,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4411,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA
ASV_4412,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4413,NA,NA,NA,NA,NA,NA,NA
ASV_4414,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_4415,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,NA
ASV_4416,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV_4417,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_4418,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4419,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4420,NA,NA,NA,NA,NA,NA,NA
ASV_4421,NA,NA,NA,NA,NA,NA,NA
ASV_4422,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA,NA
ASV_4423,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4424,NA,NA,NA,NA,NA,NA,NA
ASV_4425,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA
ASV_4426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,NA
ASV_4427,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4428,NA,NA,NA,NA,NA,NA,NA
ASV_4429,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_4430,NA,NA,NA,NA,NA,NA,NA
ASV_4431,NA,NA,NA,NA,NA,NA,NA
ASV_4432,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_4433,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,NA,NA,NA
ASV_4434,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,Nisaea,NA
ASV_4435,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_4436,NA,NA,NA,NA,NA,NA,NA
ASV_4437,NA,NA,NA,NA,NA,NA,NA
ASV_4438,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV_4439,NA,NA,NA,NA,NA,NA,NA
ASV_4440,NA,NA,NA,NA,NA,NA,NA
ASV_4441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4442,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4443,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_4444,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_4445,NA,NA,NA,NA,NA,NA,NA
ASV_4446,NA,NA,NA,NA,NA,NA,NA
ASV_4447,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4448,NA,NA,NA,NA,NA,NA,NA
ASV_4449,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV_4450,NA,NA,NA,NA,NA,NA,NA
ASV_4451,NA,NA,NA,NA,NA,NA,NA
ASV_4452,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_4453,NA,NA,NA,NA,NA,NA,NA
ASV_4454,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4455,NA,NA,NA,NA,NA,NA,NA
ASV_4456,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4457,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_4458,NA,NA,NA,NA,NA,NA,NA
ASV_4459,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_4460,NA,NA,NA,NA,NA,NA,NA
ASV_4461,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4462,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4463,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_4464,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_4465,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_4466,Bacteria,Verrucomicrobiota,Lentisphaeria,P.palmC41,NA,NA,NA
ASV_4467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV_4468,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_4469,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_4470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4471,NA,NA,NA,NA,NA,NA,NA
ASV_4472,NA,NA,NA,NA,NA,NA,NA
ASV_4473,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4474,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_4475,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_4476,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4477,NA,NA,NA,NA,NA,NA,NA
ASV_4478,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_4479,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,NA,NA
ASV_4480,NA,NA,NA,NA,NA,NA,NA
ASV_4481,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4482,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA,NA
ASV_4483,NA,NA,NA,NA,NA,NA,NA
ASV_4484,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_4485,NA,NA,NA,NA,NA,NA,NA
ASV_4486,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA,NA
ASV_4487,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4488,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4489,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4490,NA,NA,NA,NA,NA,NA,NA
ASV_4491,NA,NA,NA,NA,NA,NA,NA
ASV_4492,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_4493,NA,NA,NA,NA,NA,NA,NA
ASV_4494,NA,NA,NA,NA,NA,NA,NA
ASV_4495,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,NA,NA,NA
ASV_4496,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Marinococcus,NA
ASV_4497,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,NA
ASV_4498,NA,NA,NA,NA,NA,NA,NA
ASV_4499,NA,NA,NA,NA,NA,NA,NA
ASV_4500,NA,NA,NA,NA,NA,NA,NA
ASV_4501,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4502,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,NA
ASV_4503,NA,NA,NA,NA,NA,NA,NA
ASV_4504,NA,NA,NA,NA,NA,NA,NA
ASV_4505,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_4506,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4507,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_4508,NA,NA,NA,NA,NA,NA,NA
ASV_4509,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula,NA
ASV_4510,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4511,NA,NA,NA,NA,NA,NA,NA
ASV_4512,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_4513,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,NA,NA,NA
ASV_4514,NA,NA,NA,NA,NA,NA,NA
ASV_4515,NA,NA,NA,NA,NA,NA,NA
ASV_4516,NA,NA,NA,NA,NA,NA,NA
ASV_4517,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_4518,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4519,NA,NA,NA,NA,NA,NA,NA
ASV_4520,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,NA
ASV_4521,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA,NA
ASV_4522,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4523,NA,NA,NA,NA,NA,NA,NA
ASV_4524,NA,NA,NA,NA,NA,NA,NA
ASV_4525,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_4526,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_4527,NA,NA,NA,NA,NA,NA,NA
ASV_4528,NA,NA,NA,NA,NA,NA,NA
ASV_4529,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_4530,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV_4531,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA,NA
ASV_4532,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_4533,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
ASV_4534,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV_4535,NA,NA,NA,NA,NA,NA,NA
ASV_4536,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_4537,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_4538,NA,NA,NA,NA,NA,NA,NA
ASV_4539,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_4540,NA,NA,NA,NA,NA,NA,NA
ASV_4541,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_4542,NA,NA,NA,NA,NA,NA,NA
ASV_4543,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,NA
ASV_4544,NA,NA,NA,NA,NA,NA,NA
ASV_4545,NA,NA,NA,NA,NA,NA,NA
ASV_4546,NA,NA,NA,NA,NA,NA,NA
ASV_4547,NA,NA,NA,NA,NA,NA,NA
ASV_4548,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
ASV_4549,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_4550,NA,NA,NA,NA,NA,NA,NA
ASV_4551,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,NA
ASV_4552,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,NA
ASV_4553,NA,NA,NA,NA,NA,NA,NA
ASV_4554,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4555,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4556,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_4557,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4558,NA,NA,NA,NA,NA,NA,NA
ASV_4559,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_4560,NA,NA,NA,NA,NA,NA,NA
ASV_4561,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV_4562,NA,NA,NA,NA,NA,NA,NA
ASV_4563,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4564,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_4565,NA,NA,NA,NA,NA,NA,NA
ASV_4566,NA,NA,NA,NA,NA,NA,NA
ASV_4567,NA,NA,NA,NA,NA,NA,NA
ASV_4568,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4569,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_4570,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_4571,NA,NA,NA,NA,NA,NA,NA
ASV_4572,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_4573,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_4574,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_4575,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4576,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_4577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA
ASV_4578,NA,NA,NA,NA,NA,NA,NA
ASV_4579,NA,NA,NA,NA,NA,NA,NA
ASV_4580,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4581,NA,NA,NA,NA,NA,NA,NA
ASV_4582,NA,NA,NA,NA,NA,NA,NA
ASV_4583,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4584,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Litorivivens,NA
ASV_4585,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
ASV_4586,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,NA
ASV_4587,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_4588,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
ASV_4589,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Alkalimarinus,NA
ASV_4590,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,NA
ASV_4591,NA,NA,NA,NA,NA,NA,NA
ASV_4592,NA,NA,NA,NA,NA,NA,NA
ASV_4593,NA,NA,NA,NA,NA,NA,NA
ASV_4594,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
ASV_4595,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_4596,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_4597,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_4598,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4599,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
ASV_4600,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV_4601,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_4602,NA,NA,NA,NA,NA,NA,NA
ASV_4603,Bacteria,NA,NA,NA,NA,NA,NA
ASV_4604,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_4605,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_4606,NA,NA,NA,NA,NA,NA,NA
ASV_4607,NA,NA,NA,NA,NA,NA,NA
ASV_4608,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA
ASV_4609,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,NA
ASV_4610,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
ASV_4611,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_4612,NA,NA,NA,NA,NA,NA,NA
ASV_4613,NA,NA,NA,NA,NA,NA,NA
ASV_4614,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_4615,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_4616,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_4617,NA,NA,NA,NA,NA,NA,NA
